,Order_ID,Date,Category,Region,Customer_Segment,Payment_Method,Quantity,Unit_Price,Discount_Rate,Customer_Rating,Returned,Subcategory,Total_Price,Discount_Amount,Net_Sales,Shipping_Cost,Profit_Margin,Profit,Month,Day,Only_Month,Year,DayOfWeek
132,ORD-10132,1970-01-01 07:30:46,Sports,East,Regular,Debit Card,4,373.57,0.15,4.0,False,Fitness,1494.28,224.142,1270.138,0.0,0.33,419.14554,2025-01-01,1,1,2025,2
133,ORD-10133,1970-01-01 07:30:46,Electronics,South,Premium,Bank Transfer,4,342.08,0.05,4.0,False,Audio,1368.32,68.416,1299.904,0.0,0.25,324.976,2024-10-01,1,10,2024,1
134,ORD-10134,1970-01-01 07:30:45,Home & Kitchen,Central,Regular,Cash on Delivery,6,133.63,,2.0,False,Decor,801.78,40.089,761.691,0.0,0.38,289.44258,2024-04-01,1,4,2024,0
135,ORD-10135,1970-01-01 07:30:46,Electronics,North,New,Cash on Delivery,1,437.79,0.0,2.0,False,Audio,437.79,0.0,437.79,0.0,0.24,105.0696,2025-03-01,1,3,2025,5
136,ORD-10136,1970-01-01 07:30:45,Sports,North,New,Credit Card,4,92.74,0.2,4.0,False,Team Sports,370.96,74.192,296.768,0.0,0.24,71.22431999999999,2024-05-01,1,5,2024,2
137,ORD-10137,1970-01-01 07:30:46,Sports,East,Premium,PayPal,4,36.28,,4.0,False,Team Sports,145.12,0.0,145.12,8.82,0.25,36.28,2024-09-01,1,9,2024,6
138,ORD-10138,1970-01-01 07:30:45,Clothing,West,Business,Bank Transfer,1,361.56,0.05,1.0,True,Footwear,361.56,18.078,343.482,0.0,0.26,89.30532000000001,2024-06-01,1,6,2024,5
139,ORD-10139,1970-01-01 07:30:46,Books,East,Premium,Credit Card,9,242.98,0.05,4.0,False,Non-fiction,2186.82,109.341,2077.479,0.0,0.3,623.2436999999999,2025-03-01,1,3,2025,5
140,ORD-10140,1970-01-01 07:30:46,Electronics,West,Business,PayPal,4,426.06,0.2,1.0,False,Audio,1704.24,340.848,1363.392,0.0,0.34,463.55328,2024-11-01,1,11,2024,4
141,ORD-10141,1970-01-01 07:30:46,Electronics,South,Regular,Bank Transfer,7,197.86,0.15,4.0,False,Audio,1385.02,207.753,1177.267,0.0,0.39,459.13413,2024-11-01,1,11,2024,4
142,ORD-10142,1970-01-01 07:30:45,Home & Kitchen,South,Premium,Debit Card,3,92.46,0.15,4.0,False,Decor,277.38,41.607,235.773,0.0,0.22,51.87006,2024-05-01,1,5,2024,2
143,ORD-10143,1970-01-01 07:30:45,Sports,Central,New,PayPal,3,419.86,0.2,5.0,False,Fitness,1259.58,251.916,1007.664,0.0,0.39,392.98896,2024-07-01,1,7,2024,0
144,ORD-10144,1970-01-01 07:30:46,Electronics,West,Regular,Cash on Delivery,8,278.97,0.2,4.0,False,Accessories,2231.76,446.3520000000001,1785.408,0.0,0.38,678.45504,2024-11-01,1,11,2024,4
145,ORD-10145,1970-01-01 07:30:46,Sports,Central,New,Credit Card,8,102.71,0.0,2.0,False,Winter Sports,821.68,0.0,821.68,0.0,0.21,172.5528,2024-11-01,1,11,2024,4
146,ORD-10146,1970-01-01 07:30:46,Electronics,North,Regular,PayPal,1,362.99,0.2,4.0,False,Audio,362.99,72.598,290.392,0.0,0.27,78.40584,2024-11-01,1,11,2024,4
147,ORD-10147,1970-01-01 07:30:46,Clothing,West,Premium,PayPal,2,260.45,0.15,5.0,False,Footwear,520.9,78.13499999999999,442.765,0.0,0.36,159.3954,2024-08-01,1,8,2024,3
148,ORD-10148,1970-01-01 07:30:46,Books,East,Business,Cash on Delivery,8,306.11,0.2,5.0,False,Non-fiction,2448.88,489.7760000000001,1959.104,0.0,0.32,626.91328,2024-09-01,1,9,2024,6
149,ORD-10149,1970-01-01 07:30:45,Electronics,North,Regular,Bank Transfer,1,235.84,0.0,4.0,False,Accessories,235.84,0.0,235.84,0.0,0.36,84.9024,2024-04-01,1,4,2024,0
150,ORD-10150,1970-01-01 07:30:45,Sports,North,Business,Debit Card,8,416.07,0.0,3.0,False,Outdoor,3328.56,0.0,3328.56,0.0,0.34,1131.7104,2024-05-01,1,5,2024,2
151,ORD-10151,1970-01-01 07:30:45,Clothing,East,Regular,Cash on Delivery,8,416.49,0.0,5.0,False,Footwear,3331.92,0.0,3331.92,0.0,0.3,999.576,2024-04-01,1,4,2024,0
152,ORD-10152,1970-01-01 07:30:46,Electronics,North,New,Debit Card,2,357.6,0.0,3.0,False,Accessories,715.2,0.0,715.2,0.0,0.21,150.192,2024-09-01,1,9,2024,6
153,ORD-10153,1970-01-01 07:30:46,Home & Kitchen,West,New,Bank Transfer,4,61.65,0.1,4.0,False,Decor,246.6,24.66,221.94,0.0,0.32,71.0208,2025-02-01,1,2,2025,5
154,ORD-10154,1970-01-01 07:30:46,Books,Central,Regular,PayPal,6,421.04,0.2,4.0,False,Comics,2526.24,505.248,2020.992,0.0,0.21,424.40832,2024-10-01,1,10,2024,1
155,ORD-10155,1970-01-01 07:30:46,Electronics,North,Business,Debit Card,9,338.8,0.05,1.0,False,Cameras,3049.2,152.46,2896.74,0.0,0.32,926.9568,2024-11-01,1,11,2024,4
156,ORD-10156,1970-01-01 07:30:45,Clothing,West,Premium,Credit Card,8,351.54,0.2,3.0,False,Men,2812.32,562.464,2249.856,0.0,0.36,809.94816,2024-06-01,1,6,2024,5
157,ORD-10157,1970-01-01 07:30:46,Home & Kitchen,South,Premium,Credit Card,8,187.86,0.1,3.0,False,Bedding,1502.88,150.288,1352.592,0.0,0.32,432.82944,2025-01-01,1,1,2025,2
158,ORD-10158,1970-01-01 07:30:45,Clothing,West,New,Cash on Delivery,7,440.85,0.0,4.0,False,Children,3085.95,0.0,3085.95,0.0,0.4,1234.38,2024-06-01,1,6,2024,5
159,ORD-10159,1970-01-01 07:30:46,Clothing,Central,Premium,Bank Transfer,9,365.43,0.1,5.0,False,Accessories,3288.87,328.887,2959.983,0.0,0.29,858.3950699999998,2024-09-01,1,9,2024,6
160,ORD-10160,1970-01-01 07:30:45,Home & Kitchen,West,New,Cash on Delivery,2,65.17,0.15,3.0,False,Furniture,130.34,19.551,110.789,17.24,0.35,38.77615,2024-05-01,1,5,2024,2
161,ORD-10161,1970-01-01 07:30:45,Clothing,East,Premium,Cash on Delivery,3,209.81,0.15,5.0,False,Footwear,629.4300000000001,94.4145,535.0155000000001,0.0,0.33,176.555115,2024-06-01,1,6,2024,5
162,ORD-10162,1970-01-01 07:30:46,Home & Kitchen,Central,Regular,Cash on Delivery,8,444.33,0.2,2.0,False,Bedding,3554.64,710.928,2843.712,0.0,0.4,1137.4848,2024-08-01,1,8,2024,3
163,ORD-10163,1970-01-01 07:30:46,Electronics,South,New,Credit Card,6,33.13,0.2,4.0,False,Accessories,198.78,39.75600000000001,159.024,14.66,0.34,54.06816000000001,2025-01-01,1,1,2025,2
164,ORD-10164,1970-01-01 07:30:45,Home & Kitchen,East,New,Credit Card,9,481.09,,2.0,False,Kitchenware,4329.809999999999,216.4905,4113.3195,0.0,0.23,946.0634849999999,2024-04-01,1,4,2024,0
165,ORD-10165,1970-01-01 07:30:45,Home & Kitchen,West,Regular,Cash on Delivery,4,342.79,0.05,4.0,False,Decor,1371.16,68.558,1302.602,0.0,0.39,508.01478,2024-07-01,1,7,2024,0
166,ORD-10166,1970-01-01 07:30:45,Books,Central,New,Credit Card,8,319.37,0.15,5.0,False,Educational,2554.96,383.244,2171.716,0.0,0.33,716.66628,2024-05-01,1,5,2024,2
167,ORD-10167,1970-01-01 07:30:46,Home & Kitchen,South,Premium,Bank Transfer,3,142.57,0.0,4.0,False,Decor,427.71,0.0,427.71,0.0,0.21,89.81909999999999,2025-03-01,1,3,2025,5
168,ORD-10168,1970-01-01 07:30:46,Home & Kitchen,East,Premium,Cash on Delivery,3,131.91,0.1,5.0,True,Bedding,395.73,39.57300000000001,356.157,0.0,0.33,117.53181,2025-01-01,1,1,2025,2
169,ORD-10169,1970-01-01 07:30:46,Electronics,South,New,Credit Card,8,471.61,0.05,4.0,False,Cameras,3772.88,188.644,3584.236,0.0,0.38,1362.00968,2025-02-01,1,2,2025,5
170,ORD-10170,1970-01-01 07:30:46,Books,West,Premium,Debit Card,5,156.15,0.05,5.0,False,Fiction,780.75,39.0375,741.7125,0.0,0.32,237.348,2024-08-01,1,8,2024,3
171,ORD-10171,1970-01-01 07:30:46,Sports,South,Business,Cash on Delivery,3,390.0,0.0,4.0,False,Water Sports,1170.0,0.0,1170.0,0.0,0.27,315.9,2025-03-01,1,3,2025,5
172,ORD-10172,1970-01-01 07:30:46,Electronics,North,New,Cash on Delivery,1,202.63,0.0,5.0,False,Smartphones,202.63,0.0,202.63,0.0,0.36,72.9468,2024-11-01,1,11,2024,4
173,ORD-10173,1970-01-01 07:30:46,Electronics,East,Regular,Bank Transfer,3,78.23,0.2,4.0,False,Laptops,234.69,46.938,187.752,14.45,0.36,67.59072,2024-10-01,1,10,2024,1
174,ORD-10174,1970-01-01 07:30:46,Sports,South,Business,PayPal,9,15.25,0.1,2.0,True,Winter Sports,137.25,13.725,123.525,5.27,0.31,38.29275,2024-11-01,1,11,2024,4
175,ORD-10175,1970-01-01 07:30:46,Home & Kitchen,West,New,PayPal,5,276.69,0.0,4.0,False,Kitchenware,1383.45,0.0,1383.45,0.0,0.23,318.1935,2025-01-01,1,1,2025,2
176,ORD-10176,1970-01-01 07:30:46,Clothing,West,Regular,Bank Transfer,2,488.13,0.05,2.0,False,Men,976.26,48.813,927.447,0.0,0.25,231.86175,2024-07-01,1,7,2024,0
177,ORD-10177,1970-01-01 07:30:45,Books,South,Premium,Bank Transfer,7,190.88,0.05,4.0,False,Fiction,1336.16,66.80799999999999,1269.352,0.0,0.35,444.2731999999999,2024-07-01,1,7,2024,0
178,ORD-10178,1970-01-01 07:30:46,Clothing,West,Regular,Bank Transfer,2,185.02,0.15,4.0,False,Women,370.04,55.506,314.534,0.0,0.36,113.23224,2024-11-01,1,11,2024,4
179,ORD-10179,1970-01-01 07:30:46,Sports,Central,Business,PayPal,4,178.6,0.0,4.0,False,Fitness,714.4,0.0,714.4,0.0,0.26,185.744,2024-12-01,1,12,2024,6
180,ORD-10180,1970-01-01 07:30:46,Electronics,Central,Premium,Bank Transfer,7,265.07,0.2,1.0,False,Accessories,1855.49,371.098,1484.392,0.0,0.27,400.7858400000001,2025-03-01,1,3,2025,5
181,ORD-10181,1970-01-01 07:30:46,Electronics,Central,New,Credit Card,4,225.93,0.1,3.0,False,Cameras,903.72,90.37200000000001,813.348,0.0,0.22,178.93656,2024-10-01,1,10,2024,1
182,ORD-10182,1970-01-01 07:30:46,Books,North,Premium,Cash on Delivery,7,441.16,0.2,4.0,False,Fiction,3088.12,617.6240000000001,2470.496,0.0,0.34,839.96864,2024-08-01,1,8,2024,3
183,ORD-10183,1970-01-01 07:30:46,Electronics,South,New,Cash on Delivery,7,257.71,0.05,5.0,False,Smartphones,1803.97,90.1985,1713.7715,0.0,0.2,342.7543,2025-02-01,1,2,2025,5
184,ORD-10184,1970-01-01 07:30:46,Electronics,North,New,Debit Card,1,258.8,0.2,4.0,False,Laptops,258.8,51.76000000000001,207.04,0.0,0.21,43.4784,2024-09-01,1,9,2024,6
185,ORD-10185,1970-01-01 07:30:46,Books,West,Regular,Debit Card,6,77.8,0.05,4.0,False,Children,466.8,23.34,443.46,0.0,0.2,88.69200000000001,2024-11-01,1,11,2024,4
186,ORD-10186,1970-01-01 07:30:46,Books,North,Regular,Cash on Delivery,9,491.54,,4.0,False,Fiction,4423.860000000001,221.193,4202.667,0.0,0.33,1386.88011,2025-02-01,1,2,2025,5
187,ORD-10187,1970-01-01 07:30:46,Sports,West,Regular,Credit Card,2,132.49,0.05,4.0,False,Winter Sports,264.98,13.249,251.731,0.0,0.28,70.48468000000001,2024-11-01,1,11,2024,4
188,ORD-10188,1970-01-01 07:30:46,Electronics,West,Business,PayPal,3,45.95,0.05,3.0,False,Cameras,137.85,6.892500000000002,130.9575,10.21,0.26,34.04895,2024-09-01,1,9,2024,6
189,ORD-10189,1970-01-01 07:30:46,Electronics,East,Business,PayPal,5,334.94,0.05,4.0,False,Smartphones,1674.7,83.73500000000001,1590.965,0.0,0.38,604.5667000000001,2024-08-01,1,8,2024,3
190,ORD-10190,1970-01-01 07:30:46,Sports,Central,Regular,Credit Card,9,301.73,0.15,3.0,False,Team Sports,2715.57,407.3355,2308.2345,0.0,0.24,553.97628,2025-02-01,1,2,2025,5
191,ORD-10191,1970-01-01 07:30:46,Home & Kitchen,West,Business,PayPal,4,213.42,0.2,5.0,False,Bedding,853.68,170.736,682.944,0.0,0.28,191.22432,2024-09-01,1,9,2024,6
192,ORD-10192,1970-01-01 07:30:45,Home & Kitchen,East,Premium,Bank Transfer,1,216.87,0.15,2.0,True,Bedding,216.87,32.5305,184.3395,14.03,0.39,71.89240500000001,2024-07-01,1,7,2024,0
193,ORD-10193,1970-01-01 07:30:46,Home & Kitchen,Central,Premium,Cash on Delivery,4,394.68,0.15,4.0,True,Decor,1578.72,236.808,1341.912,0.0,0.29,389.15448,2024-11-01,1,11,2024,4
194,ORD-10194,1970-01-01 07:30:46,Sports,West,Business,Cash on Delivery,6,105.9,0.0,1.0,False,Team Sports,635.4000000000001,0.0,635.4000000000001,0.0,0.31,196.974,2024-09-01,1,9,2024,6
195,ORD-10195,1970-01-01 07:30:45,Electronics,West,Business,Credit Card,5,411.92,0.0,3.0,False,Smartphones,2059.6,0.0,2059.6,0.0,0.22,453.112,2024-07-01,1,7,2024,0
196,ORD-10196,1970-01-01 07:30:46,Sports,North,Premium,PayPal,1,327.89,0.0,5.0,False,Water Sports,327.89,0.0,327.89,0.0,0.36,118.0404,2025-02-01,1,2,2025,5
197,ORD-10197,1970-01-01 07:30:45,Sports,North,New,Debit Card,4,215.3,0.1,3.0,False,Outdoor,861.2,86.12,775.08,0.0,0.28,217.0224,2024-05-01,1,5,2024,2
198,ORD-10198,1970-01-01 07:30:46,Home & Kitchen,Central,Premium,Debit Card,6,234.43,0.0,2.0,False,Kitchenware,1406.58,0.0,1406.58,0.0,0.36,506.3688,2024-12-01,1,12,2024,6
199,ORD-10199,1970-01-01 07:30:46,Clothing,West,Premium,PayPal,4,135.76,0.2,4.0,False,Footwear,543.04,108.608,434.432,0.0,0.25,108.608,2025-01-01,1,1,2025,2
200,ORD-10200,1970-01-01 07:30:45,Electronics,South,Business,Debit Card,9,378.54,0.15,1.0,False,Cameras,3406.86,511.029,2895.831,0.0,0.28,810.8326800000001,2024-07-01,1,7,2024,0
201,ORD-10201,1970-01-01 07:30:45,Home & Kitchen,North,Premium,Credit Card,5,261.31,0.2,4.0,False,Decor,1306.55,261.31,1045.24,0.0,0.36,376.2864,2024-07-01,1,7,2024,0
202,ORD-10202,1970-01-01 07:30:45,Clothing,Central,Business,Credit Card,8,167.22,0.0,5.0,False,Accessories,1337.76,0.0,1337.76,0.0,0.39,521.7264,2024-07-01,1,7,2024,0
203,ORD-10203,1970-01-01 07:30:45,Clothing,West,Business,PayPal,9,302.06,0.1,5.0,False,Women,2718.54,271.854,2446.686,0.0,0.21,513.80406,2024-06-01,1,6,2024,5
204,ORD-10204,1970-01-01 07:30:46,Books,West,Regular,Debit Card,5,497.91,0.1,5.0,False,Fiction,2489.55,248.955,2240.595,0.0,0.36,806.6142000000001,2024-10-01,1,10,2024,1
205,ORD-10205,1970-01-01 07:30:45,Electronics,South,Premium,Credit Card,6,223.28,0.15,5.0,False,Laptops,1339.68,200.952,1138.728,0.0,0.26,296.06928,2024-07-01,1,7,2024,0
206,ORD-10206,1970-01-01 07:30:45,Clothing,Central,New,Credit Card,1,461.14,0.2,4.0,False,Accessories,461.14,92.22800000000001,368.912,0.0,0.31,114.36272,2024-04-01,1,4,2024,0
207,ORD-10207,1970-01-01 07:30:46,Home & Kitchen,West,Regular,Bank Transfer,7,179.06,0.05,2.0,False,Bedding,1253.42,62.67100000000001,1190.749,0.0,0.26,309.59474,2024-08-01,1,8,2024,3
208,ORD-10208,1970-01-01 07:30:46,Books,North,Business,Bank Transfer,4,36.82,0.2,5.0,False,Comics,147.28,29.456,117.824,10.66,0.32,37.70368,2024-11-01,1,11,2024,4
209,ORD-10209,1970-01-01 07:30:45,Electronics,South,Business,Credit Card,2,110.08,0.0,5.0,True,Cameras,220.16,0.0,220.16,0.0,0.27,59.4432,2024-05-01,1,5,2024,2
210,ORD-10210,1970-01-01 07:30:46,Sports,Central,New,PayPal,5,215.16,,5.0,False,Water Sports,1075.8,53.79,1022.01,0.0,0.27,275.9427,2025-03-01,1,3,2025,5
211,ORD-10211,1970-01-01 07:30:46,Home & Kitchen,South,Business,Cash on Delivery,3,117.62,0.1,4.0,False,Furniture,352.86,35.286,317.574,0.0,0.21,66.69054,2024-11-01,1,11,2024,4
212,ORD-10212,1970-01-01 07:30:46,Clothing,North,Premium,Cash on Delivery,6,10.11,0.15,3.0,False,Footwear,60.66,9.098999999999998,51.561,10.54,0.23,11.85903,2024-11-01,1,11,2024,4
213,ORD-10213,1970-01-01 07:30:46,Clothing,Central,Regular,Credit Card,8,458.35,0.15,5.0,False,Accessories,3666.8,550.02,3116.78,0.0,0.38,1184.3764,2024-08-01,1,8,2024,3
214,ORD-10214,1970-01-01 07:30:46,Home & Kitchen,South,Business,Credit Card,7,423.5,0.1,4.0,False,Decor,2964.5,296.45,2668.05,0.0,0.4,1067.22,2024-08-01,1,8,2024,3
215,ORD-10215,1970-01-01 07:30:45,Clothing,East,Business,Credit Card,3,373.72,0.0,5.0,False,Footwear,1121.16,0.0,1121.16,0.0,0.36,403.6176,2024-05-01,1,5,2024,2
216,ORD-10216,1970-01-01 07:30:46,Books,North,New,PayPal,8,92.23,0.1,3.0,True,Comics,737.84,73.784,664.056,0.0,0.26,172.65456,2024-09-01,1,9,2024,6
217,ORD-10217,1970-01-01 07:30:46,Electronics,North,Premium,Bank Transfer,2,68.98,0.0,3.0,False,Cameras,137.96,0.0,137.96,10.16,0.28,38.62880000000001,2024-11-01,1,11,2024,4
218,ORD-10218,1970-01-01 07:30:46,Books,North,Business,Credit Card,9,43.13,0.05,3.0,False,Fiction,388.17,19.4085,368.7615,0.0,0.35,129.066525,2024-09-01,1,9,2024,6
219,ORD-10219,1970-01-01 07:30:46,Clothing,East,New,Credit Card,4,364.77,0.1,5.0,False,Women,1459.08,145.908,1313.172,0.0,0.39,512.1370800000001,2024-10-01,1,10,2024,1
220,ORD-10220,1970-01-01 07:30:46,Sports,East,Business,Debit Card,1,465.12,0.0,3.0,False,Water Sports,465.12,0.0,465.12,0.0,0.29,134.8848,2024-12-01,1,12,2024,6
221,ORD-10221,1970-01-01 07:30:46,Electronics,West,New,PayPal,8,220.96,0.05,2.0,False,Audio,1767.68,88.38400000000001,1679.296,0.0,0.37,621.33952,2025-02-01,1,2,2025,5
222,ORD-10222,1970-01-01 07:30:46,Electronics,South,New,Credit Card,7,68.38,0.1,5.0,False,Audio,478.66,47.866,430.794,0.0,0.4,172.3176,2024-10-01,1,10,2024,1
223,ORD-10223,1970-01-01 07:30:46,Home & Kitchen,West,Premium,Debit Card,5,261.07,0.15,1.0,False,Bedding,1305.35,195.8025,1109.5475,0.0,0.37,410.532575,2024-10-01,1,10,2024,1
224,ORD-10224,1970-01-01 07:30:46,Home & Kitchen,South,Business,Cash on Delivery,5,180.93,0.1,5.0,False,Furniture,904.6500000000001,90.46500000000002,814.1850000000001,0.0,0.25,203.54625,2024-08-01,1,8,2024,3
225,ORD-10225,1970-01-01 07:30:46,Sports,East,Premium,Credit Card,7,193.66,0.2,4.0,False,Winter Sports,1355.62,271.124,1084.496,0.0,0.2,216.8992,2024-12-01,1,12,2024,6
226,ORD-10226,1970-01-01 07:30:46,Electronics,East,New,Credit Card,5,314.45,0.1,5.0,False,Cameras,1572.25,157.225,1415.025,0.0,0.3,424.5075,2025-01-01,1,1,2025,2
227,ORD-10227,1970-01-01 07:30:46,Sports,West,Regular,Debit Card,8,362.17,0.2,4.0,True,Team Sports,2897.36,579.4720000000001,2317.888,0.0,0.31,718.5452799999999,2025-01-01,1,1,2025,2
228,ORD-10228,1970-01-01 07:30:46,Home & Kitchen,Central,Business,PayPal,6,64.2,0.05,5.0,False,Furniture,385.2,19.26000000000001,365.9400000000001,0.0,0.24,87.82560000000001,2025-02-01,1,2,2025,5
229,ORD-10229,1970-01-01 07:30:45,Home & Kitchen,West,Regular,Credit Card,5,27.44,0.1,5.0,False,Kitchenware,137.2,13.72,123.48,8.43,0.26,32.1048,2024-07-01,1,7,2024,0
230,ORD-10230,1970-01-01 07:30:46,Electronics,South,Business,Cash on Delivery,9,497.22,0.05,1.0,False,Laptops,4474.98,223.749,4251.231000000001,0.0,0.35,1487.93085,2024-10-01,1,10,2024,1
231,ORD-10231,1970-01-01 07:30:46,Books,West,Premium,Credit Card,2,124.04,0.05,2.0,False,Educational,248.08,12.404,235.676,0.0,0.29,68.34604,2024-11-01,1,11,2024,4
232,ORD-10232,1970-01-01 07:30:46,Clothing,North,Premium,Cash on Delivery,1,36.38,0.0,4.0,False,Accessories,36.38,0.0,36.38,15.58,0.26,9.458800000000002,2024-08-01,1,8,2024,3
233,ORD-10233,1970-01-01 07:30:45,Home & Kitchen,South,Premium,Bank Transfer,8,103.04,0.05,4.0,False,Furniture,824.32,41.21600000000001,783.104,0.0,0.32,250.59328,2024-07-01,1,7,2024,0
234,ORD-10234,1970-01-01 07:30:46,Home & Kitchen,South,Premium,Bank Transfer,3,29.09,0.05,5.0,False,Furniture,87.27,4.3635,82.9065,13.79,0.33,27.359145,2024-10-01,1,10,2024,1
235,ORD-10235,1970-01-01 07:30:46,Books,Central,Premium,Cash on Delivery,7,201.99,0.1,4.0,False,Fiction,1413.93,141.393,1272.537,0.0,0.35,445.38795,2024-08-01,1,8,2024,3
236,ORD-10236,1970-01-01 07:30:46,Books,East,Regular,PayPal,8,403.18,0.1,4.0,False,Children,3225.44,322.544,2902.896,0.0,0.23,667.6660800000001,2024-10-01,1,10,2024,1
237,ORD-10237,1970-01-01 07:30:46,Sports,South,Premium,Credit Card,6,177.21,0.15,4.0,False,Water Sports,1063.26,159.489,903.771,0.0,0.35,316.31985,2025-02-01,1,2,2025,5
238,ORD-10238,1970-01-01 07:30:46,Sports,East,New,Credit Card,9,227.65,0.0,5.0,True,Team Sports,2048.85,0.0,2048.85,0.0,0.32,655.632,2025-03-01,1,3,2025,5
239,ORD-10239,1970-01-01 07:30:46,Clothing,West,New,Bank Transfer,7,341.04,0.05,4.0,False,Women,2387.28,119.364,2267.916,0.0,0.21,476.26236,2024-12-01,1,12,2024,6
240,ORD-10240,1970-01-01 07:30:46,Clothing,North,Regular,Cash on Delivery,5,259.36,0.0,3.0,False,Accessories,1296.8,0.0,1296.8,0.0,0.36,466.8480000000001,2024-08-01,1,8,2024,3
241,ORD-10241,1970-01-01 07:30:46,Electronics,Central,Business,Credit Card,8,432.11,,4.0,False,Accessories,3456.88,691.3760000000001,2765.504,0.0,0.28,774.34112,2024-12-01,1,12,2024,6
242,ORD-10242,1970-01-01 07:30:46,Sports,East,New,Credit Card,2,434.36,0.05,2.0,True,Team Sports,868.72,43.43600000000001,825.284,0.0,0.27,222.82668,2025-03-01,1,3,2025,5
243,ORD-10243,1970-01-01 07:30:46,Home & Kitchen,South,Business,PayPal,7,14.86,0.0,4.0,False,Bedding,104.02,0.0,104.02,17.04,0.29,30.1658,2024-08-01,1,8,2024,3
244,ORD-10244,1970-01-01 07:30:46,Sports,East,Regular,Debit Card,4,391.24,0.15,4.0,False,Fitness,1564.96,234.744,1330.216,0.0,0.27,359.1583200000001,2024-08-01,1,8,2024,3
245,ORD-10245,1970-01-01 07:30:46,Home & Kitchen,South,Business,Bank Transfer,9,235.76,,2.0,False,Bedding,2121.84,318.276,1803.564,0.0,0.27,486.9622800000001,2025-03-01,1,3,2025,5
246,ORD-10246,1970-01-01 07:30:46,Books,East,Business,Bank Transfer,1,494.53,0.05,4.0,False,Educational,494.53,24.7265,469.8035,0.0,0.36,169.12926,2024-10-01,1,10,2024,1
247,ORD-10247,1970-01-01 07:30:46,Sports,South,Business,Debit Card,7,246.78,0.2,3.0,False,Winter Sports,1727.46,345.492,1381.968,0.0,0.22,304.03296,2025-02-01,1,2,2025,5
248,ORD-10248,1970-01-01 07:30:46,Books,West,Business,Credit Card,6,493.58,0.15,4.0,False,Fiction,2961.48,444.222,2517.258,0.0,0.39,981.7306199999999,2024-08-01,1,8,2024,3
249,ORD-10249,1970-01-01 07:30:45,Clothing,South,Regular,PayPal,8,379.74,0.15,4.0,False,Accessories,3037.92,455.688,2582.232,0.0,0.31,800.4919199999999,2024-05-01,1,5,2024,2
250,ORD-10250,1970-01-01 07:30:46,Clothing,South,New,PayPal,5,131.82,0.2,1.0,False,Children,659.0999999999999,131.82,527.28,0.0,0.24,126.5472,2025-03-01,1,3,2025,5
251,ORD-10251,1970-01-01 07:30:46,Electronics,North,Premium,Bank Transfer,1,273.81,0.0,5.0,False,Laptops,273.81,0.0,273.81,0.0,0.23,62.9763,2025-03-01,1,3,2025,5
252,ORD-10252,1970-01-01 07:30:46,Sports,South,Business,PayPal,1,496.15,0.15,4.0,False,Team Sports,496.15,74.4225,421.7275,0.0,0.32,134.9528,2024-08-01,1,8,2024,3
253,ORD-10253,1970-01-01 07:30:46,Books,North,New,Debit Card,9,430.19,0.1,4.0,False,Non-fiction,3871.71,387.171,3484.539,0.0,0.33,1149.89787,2024-12-01,1,12,2024,6
254,ORD-10254,1970-01-01 07:30:46,Home & Kitchen,Central,New,Credit Card,6,57.71,0.15,2.0,False,Bedding,346.26,51.939,294.321,0.0,0.21,61.80740999999999,2024-08-01,1,8,2024,3
255,ORD-10255,1970-01-01 07:30:46,Clothing,North,Regular,Debit Card,5,356.12,0.0,5.0,False,Footwear,1780.6,0.0,1780.6,0.0,0.25,445.15,2025-01-01,1,1,2025,2
256,ORD-10256,1970-01-01 07:30:45,Clothing,West,New,Cash on Delivery,1,179.33,0.0,5.0,False,Accessories,179.33,0.0,179.33,5.85,0.36,64.5588,2024-07-01,1,7,2024,0
257,ORD-10257,1970-01-01 07:30:46,Home & Kitchen,North,Regular,Bank Transfer,6,13.42,0.05,3.0,False,Furniture,80.52,4.026,76.494,0.0,0.21,16.06374,2024-12-01,1,12,2024,6
258,ORD-10258,1970-01-01 07:30:46,Books,Central,Business,PayPal,6,207.71,0.1,3.0,False,Comics,1246.26,124.626,1121.634,0.0,0.37,415.00458,2024-12-01,1,12,2024,6
259,ORD-10259,1970-01-01 07:30:46,Books,West,Business,Cash on Delivery,3,125.03,0.0,3.0,False,Non-fiction,375.09,0.0,375.09,0.0,0.33,123.7797,2024-08-01,1,8,2024,3
260,ORD-10260,1970-01-01 07:30:46,Sports,East,Premium,PayPal,8,411.25,0.2,4.0,False,Team Sports,3290.0,658.0,2632.0,0.0,0.29,763.28,2025-03-01,1,3,2025,5
261,ORD-10261,1970-01-01 07:30:45,Sports,East,Premium,Credit Card,1,175.29,0.1,3.0,False,Water Sports,175.29,17.529,157.761,14.22,0.27,42.59547,2024-07-01,1,7,2024,0
262,ORD-10262,1970-01-01 07:30:45,Electronics,North,Premium,Credit Card,1,415.49,0.1,4.0,False,Cameras,415.49,41.54900000000001,373.941,0.0,0.2,74.7882,2024-05-01,1,5,2024,2
263,ORD-10263,1970-01-01 07:30:45,Clothing,North,New,Credit Card,6,10.29,0.2,4.0,False,Accessories,61.73999999999999,12.348,49.392,0.0,0.37,18.27504,2024-04-01,1,4,2024,0
264,ORD-10264,1970-01-01 07:30:46,Sports,Central,Business,PayPal,1,160.83,0.15,4.0,True,Team Sports,160.83,24.1245,136.7055,17.19,0.23,31.442265,2025-01-01,1,1,2025,2
